"feed","source","input_rows","new","updated","skipped","master_before","master_after"
"https://www.heyrecruit.de/jobs/companyJobsXml/4741","heyrecruit","16","0","16","0","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/4541","heyrecruit","15","0","14","1","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/4540","heyrecruit","4","0","4","0","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/4489","heyrecruit","11","0","11","0","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/4405","heyrecruit","4","0","4","0","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/4320","heyrecruit","41","0","38","3","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/3563","heyrecruit","14","0","14","0","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/2816","heyrecruit","29","0","25","4","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/2736","heyrecruit","22","0","21","1","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/2606","heyrecruit","26","0","26","0","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/2182","heyrecruit","8","0","6","2","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/1700","heyrecruit","36","0","36","0","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/1697","heyrecruit","45","0","44","1","18732","18732"
"https://www.heyrecruit.de/jobs/companyJobsXml/1696","heyrecruit","57","5","52","0","18732","18737"
"https://www.heyrecruit.de/jobs/companyJobsXml/1332","heyrecruit","7","0","7","0","18737","18737"
"https://www.heyrecruit.de/jobs/companyJobsXml/1182","heyrecruit","15","0","10","5","18737","18737"
"https://www.heyrecruit.de/jobs/companyJobsXml/1174","heyrecruit","50","0","42","8","18737","18737"
